Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying
126,30,40,1,118,0,10,0,0
57,24,25,1,91,0,0,0,10
10,41,15,1,82,0,0,2,8
110,67,29,1,82,0,10,0,0
213,105,72,1,86,0,10,0,0
72,81,62,2,69,0,10,0,0
55,115,35,1,115,0,0,7,3
0,35,1,0,119,0,0,7,3
86,22,21,1,128,0,10,0,0
147,30,3,1,229,0,10,0,0
73,15,17,1,191,0,10,0,0
87,28,32,1,164,0,10,0,0
0,0,0,0,196,0,0,0,10
51,102,64,2,153,0,0,9,1
114,150,125,3,194,0,10,0,0
93,111,134,2,496,0,10,0,0
41,128,69,2,430,0,0,10,0
55,192,135,1,701,0,0,9,1
626,499,979,9,416,0,10,0,0
640,305,367,3,274,0,10,0,0
656,260,179,1,712,0,10,0,0
487,225,241,2,659,0,10,0,0
751,104,354,3,338,0,10,0,0
32,16,0,0,635,1,0,0,9
195,245,254,5,548,0,10,0,0
19,11,11,1,97,0,0,0,10
95,245,202,3,174,0,10,0,0
71,132,141,3,855,0,10,0,0
23,177,71,2,554,0,0,10,0
32,110,43,2,444,0,0,10,0
74,215,124,2,606,0,10,0,0
146,265,387,4,388,0,10,0,0
332,120,161,3,400,0,10,0,0
212,149,250,5,264,0,10,0,0
281,173,145,3,104,0,10,0,0
215,146,90,3,106,0,10,0,0
290,289,151,1,169,0,10,0,0
44,2,1,1,138,8,0,0,2
0,11,0,0,0,0,0,0,10
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,5,0,0,0,6,0,0,4
0,0,0,0,27,5,0,0,5
0,0,0,0,98,10,0,0,0
6,41,15,0,69,6,0,0,4
0,0,0,0,76,10,0,0,0
0,0,0,0,54,10,0,0,0
27,3,0,0,155,4,0,6,0
0,0,0,0,281,0,0,10,0
0,18,0,0,293,0,0,10,0
0,0,0,0,300,0,0,10,0
122,60,30,1,288,0,10,0,0
0,0,0,0,120,10,0,0,0
0,0,0,0,99,10,0,0,0
0,0,0,0,107,10,0,0,0
0,0,0,0,169,10,0,0,0
0,0,0,0,136,10,0,0,0
6,26,7,0,87,10,0,0,0
11,18,7,0,57,5,0,0,5
2,13,8,0,81,0,0,0,10
0,0,0,0,68,0,0,0,10
0,0,0,0,40,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,51,0,0,0,10
0,0,0,0,33,0,0,0,10
0,0,0,0,0,0,0,0,10
9,20,13,1,53,0,0,0,10
0,0,0,0,100,0,0,0,10
0,0,0,0,81,0,0,0,10
0,0,0,0,54,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
24,19,83,0,182,0,0,9,1
56,22,24,0,129,0,0,2,8
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,8,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
10,19,10,1,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
2,10,3,0,55,0,0,0,10
0,0,0,0,50,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
23,22,13,0,72,0,0,1,9
65,41,9,1,235,0,0,8,2
55,29,85,1,257,0,0,10,0
421,132,203,3,186,0,10,0,0
39,8,5,1,128,0,0,0,10
125,167,172,6,158,0,10,0,0
50,0,0,0,267,1,0,0,9
84,78,121,1,243,0,10,0,0
119,109,84,2,147,0,10,0,0
155,149,167,3,154,0,10,0,0
276,330,169,1,218,0,10,0,0
0,23,16,0,171,0,0,3,7
6,15,0,0,192,0,0,6,4
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,12,9,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,27,29,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,22,9,0,62,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,10,14,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,22,0,0,0,10
0,0,0,0,86,0,0,0,10
0,0,0,0,25,0,0,0,10
0,0,0,0,0,0,0,2,8
0,0,0,0,200,0,0,10,0
0,0,0,0,180,0,0,4,6
0,13,0,0,41,0,0,0,10
0,0,0,0,0,0,0,0,10
3,16,33,1,93,0,0,6,4
0,0,0,0,114,0,0,3,7
0,0,0,0,90,0,0,0,10
0,0,0,0,0,0,0,0,10
1,0,0,0,0,0,0,0,10
0,0,0,0,124,0,0,0,10
0,0,0,0,108,0,0,0,10
0,10,8,0,24,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,66,35,0,21,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,17,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
5,13,0,0,0,0,0,0,10
0,23,0,0,158,0,0,5,5
0,0,0,0,297,0,0,10,0
0,0,0,0,310,0,0,10,0
0,0,0,0,309,0,0,10,0
57,54,21,1,272,0,0,7,3
0,0,0,0,245,0,0,10,0
18,5,0,0,76,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
3,0,7,1,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,8,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,21,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,18,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,4,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,6,0,0,0,0,0,0,10
0,0,4,0,0,0,0,0,10
0,38,1,0,0,8,0,0,2
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,31,3,0,0,7,0,0,3
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
55,91,0,0,61,0,0,3,7
55,211,49,1,113,1,0,0,9
23,16,0,1,153,0,0,6,4
0,0,0,0,227,0,0,6,4
0,0,0,0,39,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,5,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
2,9,7,0,0,0,0,0,10
0,15,0,0,0,0,0,0,10
0,8,0,0,157,0,0,8,2
45,75,22,0,86,0,0,0,10
0,0,0,0,0,0,0,0,10
8,17,0,1,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
103,86,100,1,110,0,10,0,0
1,11,0,0,272,0,0,10,0
59,0,16,1,292,0,0,9,1
490,212,188,2,174,0,10,0,0
156,37,9,2,186,0,10,0,0
41,0,0,1,192,0,0,0,10
519,35,189,2,193,0,10,0,0
197,204,195,3,155,0,10,0,0
77,68,27,0,166,0,10,0,0
110,117,35,2,174,0,10,0,0
77,149,63,1,225,0,10,0,0
231,170,259,3,320,0,10,0,0
0,0,0,0,183,0,0,0,10
0,0,0,0,78,0,0,0,10
0,0,0,0,45,0,0,0,10
0,0,0,0,0,0,0,0,10
0,2,4,0,25,0,0,0,10
0,0,0,0,104,0,0,0,10
51,106,41,0,130,0,0,0,10
0,0,0,0,69,0,0,0,10
0,0,0,0,0,6,0,0,4
0,0,0,0,0,10,0,0,0
9,0,0,0,0,10,0,0,0
0,8,0,0,0,10,0,0,0
17,51,26,1,298,1,0,0,9
0,0,0,0,374,0,0,0,10
0,0,0,0,388,0,0,0,10
0,0,0,0,371,0,0,0,10
0,0,0,0,387,0,0,0,10
0,0,0,0,404,0,0,0,10
0,0,0,0,350,0,0,0,10
0,0,0,0,345,0,0,0,10
0,0,0,0,318,0,0,0,10
0,0,0,0,315,0,0,0,10
31,127,92,1,236,1,0,0,9
0,0,0,0,113,0,0,0,10
0,0,0,0,106,0,0,0,10
0,0,0,0,104,0,0,0,10
0,0,0,0,99,0,0,0,10
0,0,0,0,107,0,0,0,10
21,30,23,1,171,0,0,0,10
0,0,0,0,311,0,0,0,10
0,0,0,0,315,0,0,0,10
0,0,0,0,285,0,0,0,10
0,0,0,0,320,0,0,0,10
0,0,0,0,307,0,0,0,10
0,0,0,0,338,0,0,0,10
0,0,0,0,318,0,0,0,10
0,0,0,0,262,0,0,0,10
0,0,0,0,314,0,0,0,10
76,19,15,1,287,0,10,0,0
0,0,0,0,128,0,0,0,10
0,0,0,0,105,0,0,0,10
0,0,0,0,93,0,0,0,10
0,0,0,0,89,0,0,0,10
0,0,0,0,86,0,0,0,10
0,0,0,0,82,0,0,0,10
0,0,0,0,75,0,0,0,10
0,0,0,0,75,0,0,0,10
0,0,0,0,77,0,0,0,10
0,0,0,0,72,0,0,0,10
11,12,20,1,71,0,0,0,10
7,3,12,0,106,0,0,0,10
0,0,0,0,85,0,0,0,10
0,0,0,0,76,0,0,0,10
39,30,21,1,154,0,0,0,10
0,0,0,0,281,0,0,0,10
0,0,0,0,282,0,0,0,10
0,0,0,0,286,0,0,0,10
0,0,0,0,288,0,0,0,10
0,0,0,0,292,0,0,0,10
0,0,4,0,280,0,0,0,10
0,0,0,0,277,0,0,0,10
0,0,0,0,280,0,0,0,10
0,0,0,0,284,0,0,0,10
0,0,0,0,287,0,0,0,10
0,0,0,0,288,0,0,0,10
0,0,0,0,314,0,0,0,10
0,0,0,0,323,0,0,0,10
0,0,0,0,330,0,0,0,10
0,0,0,0,338,0,0,0,10
0,0,0,0,348,0,0,0,10
0,0,0,0,354,0,0,0,10
0,0,0,0,361,0,0,0,10
0,0,0,0,371,0,0,0,10
0,0,0,0,356,0,0,0,10
0,0,0,0,318,0,0,0,10
0,0,0,0,355,0,0,0,10
0,0,0,0,355,0,0,0,10
0,0,5,0,334,0,0,0,10
0,0,0,0,354,0,0,0,10
0,0,0,0,377,0,0,0,10
0,0,0,0,389,0,0,0,10
0,0,0,0,410,0,0,0,10
0,0,0,0,424,0,0,0,10
138,232,240,2,356,0,10,0,0
44,0,4,0,23,2,0,0,8
14,25,2,1,0,1,0,0,9
0,0,0,0,33,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,1,0,0,9
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,45,0,0,0,10
0,0,0,0,41,0,0,0,10
1,0,3,0,56,0,0,0,10
10,3,6,1,87,0,0,0,10
0,0,0,0,147,0,0,0,10
0,0,0,0,140,0,0,0,10
0,0,0,0,107,0,0,0,10
0,0,0,0,71,0,0,0,10
0,0,0,0,86,0,0,0,10
0,0,0,0,73,0,0,0,10
0,0,0,0,70,0,0,0,10
0,0,0,0,60,0,0,0,10
0,0,0,0,61,0,0,0,10
0,0,0,0,56,0,0,0,10
0,0,0,0,46,0,0,0,10
0,0,0,0,46,0,0,0,10
0,0,0,0,43,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,24,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,5,0,0,41,1,0,0,9
9,4,0,0,0,1,0,0,9
52,44,30,0,240,3,0,0,7
0,0,0,0,441,0,0,0,10
0,0,0,0,427,0,0,0,10
0,0,0,0,426,0,0,0,10
0,0,0,0,421,0,0,0,10
0,0,0,0,422,0,0,0,10
0,0,0,0,424,0,0,0,10
0,1,14,0,399,0,0,0,10
0,0,0,0,391,0,0,0,10
0,0,0,0,431,0,0,0,10
0,0,0,0,419,0,0,0,10
0,0,0,0,426,0,0,0,10
0,0,0,0,426,0,0,0,10
2,0,7,0,333,0,0,0,10
0,0,0,0,386,0,0,0,10
0,0,0,0,389,0,0,0,10
0,0,0,0,369,0,0,0,10
0,0,0,0,388,0,0,0,10
0,0,0,0,384,0,0,0,10
0,0,0,0,376,0,0,0,10
0,0,0,0,368,0,0,0,10
57,61,32,1,285,3,0,0,7
0,0,0,0,31,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
11,6,10,1,59,1,0,0,9
67,85,115,1,166,0,0,0,10
0,0,0,0,274,0,0,0,10
0,0,0,0,287,0,0,0,10
0,0,0,0,283,0,0,0,10
33,125,23,1,179,3,0,0,7
14,0,10,1,75,0,0,0,10
60,52,67,1,48,6,0,0,4
50,48,8,1,228,0,0,0,10
0,0,0,0,99,0,0,0,10
0,0,0,0,67,0,0,0,10
0,0,0,0,50,0,0,0,10
0,0,0,0,27,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,2,0,0,8
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
8,11,4,1,72,1,0,0,9
0,0,0,0,84,0,0,0,10
0,0,0,0,66,0,0,0,10
31,53,19,0,69,0,0,0,10
0,0,0,0,268,0,0,0,10
0,0,0,0,274,0,0,0,10
0,0,0,0,276,0,0,0,10
0,0,2,0,261,0,0,0,10
0,0,0,0,262,0,0,0,10
0,0,0,0,265,0,0,0,10
0,0,0,0,265,0,0,0,10
2,0,16,1,288,0,0,0,10
167,96,111,0,236,0,10,0,0
0,0,0,0,0,3,0,0,7
0,0,0,0,0,0,0,0,10
0,10,0,0,0,10,0,0,0
4,25,14,1,0,7,0,0,3
0,15,2,0,146,0,0,0,10
13,14,35,0,129,0,0,0,10
0,0,0,0,154,0,0,0,10
38,20,17,0,138,0,0,0,10
0,0,0,0,361,0,0,0,10
0,0,0,0,355,0,0,0,10
0,0,0,0,342,0,0,0,10
0,0,0,0,346,0,0,0,10
0,0,0,0,354,0,0,0,10
0,0,0,0,364,0,0,0,10
0,0,0,0,373,0,0,0,10
0,0,0,0,386,0,0,0,10
0,0,3,0,390,0,0,0,10
0,0,0,0,406,0,0,0,10
0,0,0,0,417,0,0,0,10
0,0,0,0,410,0,0,0,10
0,0,0,0,404,0,0,0,10
0,0,0,0,414,0,0,0,10
0,0,0,0,425,0,0,0,10
0,0,0,0,427,0,0,0,10
0,0,0,0,427,0,0,0,10
0,0,0,0,433,0,0,0,10
0,0,0,0,441,0,0,0,10
0,0,0,0,446,0,0,0,10
0,0,0,0,443,0,0,0,10
0,0,0,0,444,0,0,0,10
0,0,0,0,453,0,0,0,10
0,0,0,0,448,0,0,0,10
0,0,0,0,452,0,0,0,10
0,0,0,0,468,0,0,0,10
0,0,0,0,480,0,0,0,10
0,0,0,0,496,0,0,0,10
0,0,0,0,452,0,0,0,10
0,0,0,0,520,0,0,0,10
0,0,0,0,534,0,0,0,10
0,0,0,0,554,0,0,0,10
0,0,0,0,562,0,0,0,10
0,0,0,0,574,0,0,0,10
0,0,0,0,579,0,0,0,10
0,0,0,0,587,0,0,0,10
0,0,0,0,599,0,0,0,10
0,0,0,0,588,0,0,0,10
0,0,0,0,572,0,0,0,10
0,0,0,0,551,0,0,0,10
0,0,0,0,558,0,0,0,10
0,0,0,0,553,0,0,0,10
0,0,0,0,546,0,0,0,10
0,0,0,0,541,0,0,0,10
0,0,0,0,546,0,0,0,10
0,0,0,0,553,10,0,0,0
0,0,0,0,538,10,0,0,0
0,0,0,0,547,10,0,0,0
0,0,0,0,543,10,0,0,0
0,0,0,0,561,10,0,0,0
0,0,0,0,576,10,0,0,0
0,0,0,0,570,10,0,0,0
0,0,0,0,586,10,0,0,0
0,0,0,0,598,10,0,0,0
0,0,0,0,595,10,0,0,0
0,0,0,0,614,10,0,0,0
0,0,0,0,613,10,0,0,0
0,0,0,0,625,10,0,0,0
0,0,0,0,623,10,0,0,0
0,0,0,0,619,10,0,0,0
0,0,0,0,641,10,0,0,0
0,0,0,0,640,10,0,0,0
0,0,0,0,654,10,0,0,0
0,0,0,0,662,10,0,0,0
0,0,0,0,655,10,0,0,0
0,0,0,0,661,10,0,0,0
0,0,0,0,662,10,0,0,0
26,23,30,1,665,0,0,0,10
48,15,16,0,372,0,0,1,9
0,0,0,0,166,0,0,0,10
0,0,0,0,121,3,0,0,7
0,0,0,0,31,1,0,0,9
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
12,6,6,1,42,8,0,0,2
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
5,0,0,0,41,3,0,0,7
0,0,0,0,55,0,0,0,10
0,0,0,0,0,9,0,0,1
7,6,13,0,26,9,0,0,1
15,18,7,0,0,9,0,0,1
18,18,42,0,468,0,0,4,6
66,15,37,1,210,5,0,1,4
0,0,0,0,40,3,0,0,7
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,10
21,2,7,0,78,0,0,0,10
0,0,0,0,383,0,0,7,3
0,0,0,0,73,9,0,0,1
65,0,35,0,277,7,0,2,1
1,0,4,0,797,0,0,10,0
60,45,83,1,773,0,0,10,0
54,0,45,0,548,0,0,10,0
27,0,0,1,281,0,0,0,10
0,0,0,0,256,0,0,0,10
13,45,31,0,791,0,0,0,10
0,0,0,0,1871,0,0,0,10
0,0,0,0,1849,0,0,0,10
214,141,74,2,1224,0,10,0,0
37,0,14,0,2934,0,0,9,1
70,0,60,1,2157,0,10,0,0
0,0,0,0,246,5,0,0,5
0,0,0,0,221,10,0,0,0
0,0,0,0,173,10,0,0,0
0,0,0,0,70,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,52,10,0,0,0
0,0,0,0,54,10,0,0,0
0,0,0,0,50,10,0,0,0
0,0,0,0,27,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,152,0,0,0,10
0,0,0,0,139,10,0,0,0
0,0,0,0,96,10,0,0,0
0,0,0,0,60,10,0,0,0
10,28,15,1,108,6,0,0,4
0,0,0,0,364,0,0,0,10
0,0,0,0,328,0,0,0,10
0,0,0,0,331,0,0,0,10
0,0,0,0,330,0,0,0,10
0,0,0,0,326,0,0,0,10
3,29,9,0,322,0,0,0,10
8,15,0,0,1535,0,0,0,10
142,37,58,1,1137,0,10,0,0
0,0,0,0,355,0,0,0,10
0,0,0,0,334,1,0,0,9
0,0,0,0,227,10,0,0,0
0,0,0,0,167,10,0,0,0
0,0,0,0,77,10,0,0,0
0,0,0,0,52,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,33,10,0,0,0
0,0,0,0,44,10,0,0,0
0,0,0,0,39,10,0,0,0
0,0,0,0,42,10,0,0,0
0,0,0,0,21,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,31,10,0,0,0
0,0,0,0,25,10,0,0,0
1,16,0,1,0,10,0,0,0
33,0,7,0,434,0,0,2,8
0,0,0,0,349,10,0,0,0
0,0,0,0,143,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,38,10,0,0,0
0,0,0,0,38,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,32,10,0,0,0
0,0,0,0,80,10,0,0,0
0,0,0,0,84,10,0,0,0
0,0,0,0,91,10,0,0,0
0,0,0,0,90,10,0,0,0
0,0,0,0,88,10,0,0,0
0,0,0,0,96,10,0,0,0
0,0,0,0,84,10,0,0,0
11,31,0,1,446,2,0,1,7
67,177,56,1,529,6,0,0,4
0,62,0,0,342,9,0,0,1
0,0,0,0,252,10,0,0,0
0,0,0,0,216,10,0,0,0
0,0,0,0,130,10,0,0,0
0,0,0,0,74,10,0,0,0
0,0,0,0,67,10,0,0,0
0,0,0,0,52,10,0,0,0
0,0,0,0,47,10,0,0,0
0,0,0,0,41,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,77,10,0,0,0
13,43,18,1,827,4,0,0,6
0,5,0,0,1995,0,0,2,8
0,0,0,0,524,0,0,5,5
0,0,0,0,346,10,0,0,0
0,0,0,0,283,10,0,0,0
0,0,0,0,270,10,0,0,0
0,0,0,0,245,10,0,0,0
0,0,0,0,166,10,0,0,0
0,0,0,0,53,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
0,0,0,0,0,10,0,0,0
16,27,18,1,284,1,0,0,9
0,0,0,0,600,0,0,0,10
0,2,0,0,1039,0,0,0,10
0,0,0,0,1036,0,0,0,10
10,15,38,0,795,0,0,3,7
0,0,0,0,691,0,0,10,0
0,0,0,0,628,0,0,10,0
0,0,0,0,611,0,0,5,5
6,0,0,0,468,0,0,0,10
0,0,0,0,449,3,0,0,7
267,376,434,3,749,0,10,0,0
375,58,129,2,759,0,10,0,0
282,179,186,4,696,0,10,0,0
672,292,358,5,466,0,10,0,0
142,0,14,1,319,0,10,0,0
277,289,282,5,229,0,10,0,0
339,363,441,9,182,0,10,0,0
498,608,858,9,210,0,10,0,0
334,410,479,4,232,0,10,0,0
286,365,473,6,203,0,10,0,0
149,159,177,5,165,0,10,0,0
148,213,97,2,139,0,10,0,0
76,110,114,0,529,0,10,0,0
0,0,0,0,570,0,0,10,0
0,0,0,0,525,0,0,10,0
0,0,0,0,503,0,0,10,0
147,27,54,1,393,0,10,0,0
0,0,0,0,481,0,0,10,0
0,0,0,0,491,0,0,10,0
169,25,68,1,450,0,10,0,0
0,0,0,0,441,0,0,10,0
0,0,0,0,441,0,0,10,0
0,0,0,0,442,0,0,10,0
0,11,0,0,544,0,0,10,0
0,0,0,0,557,0,0,10,0
0,0,0,0,557,0,0,10,0
0,0,0,0,569,0,0,10,0
0,0,0,0,570,0,0,10,0
5,0,0,0,548,0,0,10,0
94,31,39,1,269,0,10,0,0
0,0,0,0,198,2,0,0,8
0,0,0,0,151,10,0,0,0
0,0,0,0,122,10,0,0,0
1,5,14,0,131,1,0,0,9
0,0,0,0,161,0,0,0,10
0,0,0,0,146,9,0,0,1
0,0,0,0,109,7,0,0,3
0,0,0,0,127,3,0,0,7
18,64,0,0,177,6,0,0,4
0,2,0,0,212,10,0,0,0
37,110,0,1,180,10,0,0,0
22,42,6,1,184,10,0,0,0
